   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,                 lr0,                 lrf,            momentum,        weight_decay,       warmup_epochs,     warmup_momentum,      warmup_bias_lr,                 box,                 cls,              cls_pw,                 obj,              obj_pw,               iou_t,            anchor_t,            fl_gamma,               hsv_h,               hsv_s,               hsv_v,             degrees,           translate,               scale,               shear,         perspective,              flipud,              fliplr,              mosaic,               mixup,          copy_paste,             anchors
             0.37563,             0.46923,             0.32844,            0.088384,            0.067633,            0.012308,           0.0015692,            0.094469,             0.61259,             0.86602,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.041525,             0.18796,             0.19526,              34.962,             0.76591,             0.39851,              3.5873,          0.00047568,             0.26842,             0.44577,             0.62987,             0.48702,             0.28059,                   3
             0.44323,             0.51081,             0.37356,              0.1142,            0.068871,            0.010796,           0.0027225,            0.052473,            0.067141,             0.93641,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.017247,             0.37814,             0.68562,              43.281,             0.67476,             0.63953,              7.0898,          0.00073373,             0.56121,             0.66047,             0.72934,             0.87511,             0.49771,                   3
             0.74732,             0.74359,             0.69412,             0.11241,            0.068308,           0.0096397,           0.0014259,             0.02355,              0.2926,             0.68692,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.011153,             0.13604,             0.67776,              44.085,             0.58531,            0.007186,              6.8357,          0.00071362,             0.27933,             0.99188,             0.87325,             0.39572,             0.89661,                   3
             0.56793,             0.72796,              0.6452,             0.23898,            0.059568,             0.01305,           0.0012867,            0.017063,             0.26864,             0.77006,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.060958,             0.30249,             0.51633,              41.888,             0.22911,             0.28845,              5.7931,          0.00051827,              0.9511,             0.94237,             0.33301,             0.47507,              0.7524,                   3
                   0,                   0,                   0,                   0,             0.11873,            0.011814,            0.019501,               1e-05,             0.16406,             0.95784,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.084929,             0.79911,             0.32699,              11.935,             0.04454,             0.13307,               5.185,          0.00057557,             0.14783,            0.077034,            0.013017,             0.18307,             0.87092,                   3
             0.68415,             0.62568,             0.65058,             0.30907,            0.050388,            0.013378,           0.0045044,            0.099742,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,               0.015,                 0.7,                 0.4,                   0,                 0.1,                 0.9,                   0,                   0,                   0,                 0.5,                   1,                 0.1,             0.13771,                   3
                   0,                   0,                   0,                   0,              0.1233,            0.011171,            0.021783,               1e-05,             0.55837,             0.77839,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.096157,             0.73411,            0.027018,              23.092,             0.32181,             0.71188,              6.0438,          0.00014845,             0.96413,             0.52014,                   1,             0.03213,            0.036734,                   3
              0.9442,                 0.9,             0.94993,             0.61555,             0.03275,           0.0066252,           0.0040367,            0.087036,                 0.1,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,            0.017643,            0.001359,                   0,            0.066632,            0.028998,                   0,                   0,            0.070436,                   0,                   0,                   0,             0.87092,                   3
             0.81695,             0.83333,             0.89048,             0.46381,             0.04431,            0.012552,           0.0001579,            0.039368,             0.13595,                0.98,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.041663,                 0.7,             0.30661,            0.039957,                 0.1,                 0.9,                   0,               0.001,                   0,                 0.5,             0.99955,                 0.1,                   0,                   3
             0.82772,             0.44191,             0.58675,             0.25066,            0.047882,            0.011412,            0.010303,            0.054102,             0.13756,                0.98,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                 0.1,                 0.7,             0.47609,                   0,             0.15571,                 0.9,            0.031236,               0.001,                   0,             0.55326,                   1,                 0.1,                   0,                   3
             0.89319,             0.96569,             0.95754,             0.69137,            0.026997,           0.0055485,          0.00078068,                0.01,                 0.1,             0.88274,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.08996,                   0,                   0,                   3
             0.85529,              0.9359,              0.9401,             0.56925,            0.036174,           0.0082092,          0.00049076,           0.0047305,              0.2235,             0.90458,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.72241,               0.846,              4.8329,             0.43987,             0.33336,              2.6275,          0.00028397,             0.26372,             0.18332,             0.20237,             0.45431,            0.048343,                   3
             0.96025,             0.78408,             0.79349,             0.46115,            0.038408,            0.008234,           0.0058533,            0.039034,             0.51388,              0.7432,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,             0.05682,             0.73411,             0.11606,                   0,             0.03847,                   0,                   0,               0.001,                   0,           0.0016024,                   0,                   0,            0.078653,                   3
